,title,year,genres,keywords
5670,아름다운 청년 전태일,1995,드라마,전태일분신사건    평화시장    분신자살    근로기준법    노동운동    노조
5671,아메리칸 퀼트,1995,드라마,퀼트
5672,아웃 브레이크,1995,액션,바이러스
5673,아이언 이글 4,1995,액션,공군    전투기비행사
5674,아찌 아빠,1995,코미디,노총각    소매치기
5675,악연의 사슬,1995,공포,입양
5676,애들이 똑같아요,1995,코미디,쌍둥이    입양
5677,야수의 날,1995,공포,사탄    요한계시록
5678,양축,1995,드라마,신분상승
5679,언더 씨즈 2,1995,액션,기차    열차    테러
5680,언더그라운드,1995,드라마,제48회 칸영화제    황금종려상    2차세계대전    무기상
5681,언지프,1995,다큐멘터리,패션쇼    디자이너    패션모델
5682,엄마에게 애인이 생겼어요,1995,드라마,일러스트레이터
5683,에이스 벤츄라 2,1995,코미디,동물사립탐정    수도승
5684,열화전차,1995,액션,오토바이
5685,영 러버,1995,드라마,훔쳐보기
5686,영원한 제국,1995,드라마,조선시대    정조    왕 킹
5687,오토매틱,1995,액션,사이보그    인조인간
5688,옥수수밭의 아이들 3,1995,공포,옥수수밭
5689,외야의 천사들,1995,드라마,스포츠 야구     천사
5690,워터 월드,1995,액션,해적    지구온난화    빙산
5691,월레스와 그로밋-양털도둑,1995,클레이애니메이션,점토
5692,월레스와 그로밋-전자바지 소동,1993,클레이애니메이션,점토
5693,월레스와 그로밋-화려한 외출,1989,클레이애니메이션,점토
5694,위험한 아이들,1995,드라마,교사    선생    스승    문제아학생
5695,유주얼 서스펙트,1995,스릴러,반전영화    완전범죄
5696,의식,1995,스릴러,가정부    우편배달부
5697,이연걸의 영웅,1995,액션,비밀경찰
5698,인다익트먼트,1995,스릴러,법정대결    변호사    성추행    성폭행
5699,인생,1995,드라마,공연    그림자극
5700,인형의 집으로 오세요,1995,드라마,왕따    따돌림    인형
5701,일급살인,1995,스릴러,사형수    사형제도
5702,일루션,1995,공포,마술사    환상
5703,저지 드레드,1995,SF액션,판사    재판관
5704,조지아,1995,드라마,가수    노래    자매    포크송
5705,주홍글씨,1995,드라마,청교도    낙인    불륜
5706,쥬만지,1995,공상과학,게임판    주사위
5707,증오,1995,드라마,데모    시위
5708,지붕위의 기병,1995,드라마,기병대
5709,지킬박사와 미스 하이드,1995,코미디,변신    향수
5710,쫄병 길들이기,1995,코미디,해병    실직
5711,천재선언,1995,코미디,영화감독
5712,총잡이,1995,코미디,권총
5713,춤추는 무뚜,1995,뮤지컬드라마,하인    뮤지컬
5714,카멜롯의 전설,1995,액션,아더왕    엑스칼리버    기사    왕 킹
5715,카지노,1995,액션드라마,카지노    도박    라스베가스
5716,카피 캣,1995,스릴러,범죄심리학자    프로파일러    희귀병 광장공포증     공황장애
5717,캠퍼스 정글,1995,드라마,인종차별    흑백갈등
5718,컷스로트 아일랜드,1995,액션,해적선    보물찾기    여전사    운송수단 배
5719,코드명 J,1995,액션,기억    전자파    배달
5720,콩고,1995,액션,동물 고릴라     밀림    정글
5721,퀴즈 쇼,1995,드라마,퀴즈    방송
5722,퀵 앤 데드,1995,액션,서부영화    대결    총잡이
5723,크라잉 프리맨,1995,액션,킬러
5724,크레이지 토미 보이,1995,코미디,계모    새엄마
5725,크루얼 죠스,1995,공포,상어
5726,크림슨 타이드,1995,액션,잠수함    항명    통솔력    지휘권    리더쉽    지휘관    해군
5727,타락천사,1995,드라마,기억상실증    킬러
5728,타임 마스터,1995,공상과학,가상현실    시간이동    시간여행    공간이동
5729,탱크걸,1995,SF액션,탱크    돌연변이
5730,텐더니스,1995,스릴러,의료사고    의사
5731,토이 스토리,1995,애니메이션,인형    장난감    완구
5732,토탈 이클립스,1995,드라마,시인    랭보
5733,투 머치,1995,코믹드라마,쌍둥이    거짓말
5734,투혼 2,1995,액션,쿠미테    이종격투기
5735,파리가 당신을 부를 때,1995,드라마,농구심판
5736,파우더,1995,드라마,희귀병 백색증
5737,팬더 구출작전,1995,드라마,동물 팬더곰     동물 곰
5738,페어 게임,1995,액션,변호사    도청    화물선
5739,포 룸,1995,옴니버스코미디,호텔    벨보이    스위트룸    펜트하우스    내기게임
5740,포카혼타스,1995,없음,
5741,폭탄인간,1995,액션,인조인간    인간병기    인간폭탄
5742,폴 타임,1995,액션,은행강도    장난
5743,프렌치 키스,1995,드라마,키스    비행공포증    고소공포증
5744,프리 윌리 2,1995,드라마,돌고래
5745,플루크,1995,드라마,강아지    개
5746,하얀 풍선,1995,드라마,금붕어
5747,하이드어웨이,1995,공포,환각
5748,학교유령,1997,공포만화,유령    귀신
5749,해적,1995,액션,해적
5750,해커스,1995,공상과학,해커    컴퓨터    해킹    바이러스
5751,헌티드,1995,액션,사무라이    닌자
5752,헝그리 베스트 5,1995,애니메이션,스포츠 농구
5753,헤어 드레서,1995,드라마,미장원    미용실    헤어디자이너    이발사    미용사
5754,홀랜드 오퍼스,1995,드라마,스승    선생님    농아    청각장애인    콘서트
5755,홍콩 마스크,1995,코미디,마스크    인조인간    사이보그
5756,환상의 빛,1995,드라마,소설원작    상처    죽음
5757,히트,1995,액션,은행강도    지능범    현금수송차    무기명채권    배신    형사
5758,힛 씨커,1995,액션,사이보그    킥복싱    이종격투기    인조인간
5759,007 북경특급,1994,코미디,첩보원
5760,X 파일 -극비실종,1994,스릴러,초능력    정신병원    외계인    FBI    초자연현상    엑스파일    X파일
5761,가라데 키드,1994,액션,가라데
5762,가을의 전설,1994,드라마,낚시    인디언    삼형제
5763,게임의 법칙,1994,액션,건달    깡패
5764,겟어웨이,1994,액션,부부강도    부부    은행강도
5765,결혼 이야기 2,1994,드라마,결혼    신혼    여행
5766,고인돌 가족 플린스톤,1994,코미디,원시인    고인돌    석기시대
5767,곡스,1994,클레이애니메이션,점토인형
5768,구미호,1994,공포,구미호    여우    저승사자
5769,구품지마관,1994,코미디,판관    판사
5770,금수전정,1994,드라마,양로원
5771,금옥만당,1994,드라마,음식    요리경연대회
5772,금지옥엽,1994,드라마,남장여자    가수
5773,길버트 그레이프,1994,드라마,장애인    모자지간
5774,나는 소망한다 내게 금지된 것을,1994,드라마,납치
5775,나의 즐거운 일기,1994,코미디,일기장
5776,나이트 가드,1994,스릴러,시체실    영안실    병원    아르바이트    알바
5777,나이트 러닝맨,1994,액션,택시기사
5778,나이트메어 7 : 뉴 나이트메어,1994,공포,프레디
5779,네번의 결혼식과 한번의 장례식,1994,드라마,결혼식    장례식
5780,네프 므와,1994,코미디,임신    출산
5781,노스바스의 추억,1994,드라마,하루살이    괴짜    하숙집
5782,늑대개 2,1994,액션 어드벤쳐,동물 개     동물 늑대     늑대개    알래스카
5783,늑대개,1994,액션 어드벤쳐,동물 개     동물 늑대     늑대개    눈썰매견    크로스컨트리경주
5784,다저스 몽키,1994,코미디,원숭이
5785,당신에게 일어날 수 있는 일,1994,드라마,행운    로또복권    약속
5786,더블 드래곤,1994,액션,메달
5787,더블 해피니스,1994,드라마,이민세대    배우지망생
5788,덤 앤 더머,1994,코미디,바보
5789,도시속의 인디언,1994,코미디,인디언    인디안
5790,도신 2,1994,액션,도박사    카드    카지노
5791,두 여자 이야기,1994,드라마,후처    불임    씨받이    후첩    일부다처제    여인잔혹사
5792,라이 따이한,1994,드라마,라이따이한    혼혈
5793,라이온 킹,1994,디즈니 만화,동물 사자
5794,라이트닝 잭,1994,액션,총잡이    서부영화    현상범
5795,러브 어페어,1994,드라마,엠파이어스테이트빌딩    중년의 사랑
5796,럭키 브레이크,1994,코미디,거짓말
5797,레드 로즈 화이트 로즈,1994,드라마,불륜
5798,레옹,1994,액션,킬러    마약    소녀    화분    선글라스
5799,로드 투 웰빌,1994,코미디,채식주의자    금욕    요양원
5800,리버 와일드,1994,액션,익스트림스포츠 래프팅     휴가
5801,리얼 맥코이,1994,액션,지능범    은행강도    금고털이
5802,링 오브 스틸,1994,액션,스포츠 펜싱
5803,마미 마켓,1994,드라마,엄마    마트    슈퍼마켓
5804,마스크,1994,코미디,가면    초능력    슈퍼히어로
5805,마지막 게임,1994,스릴러,소설가    작가
5806,마지막 유혹,1994,스릴러,보험사기
5807,매버릭,1994,액션,사기꾼
5808,메이저리그의 전설 타이콥,1994,드라마,스포츠 야구     자서전    야구선수
5809,목인의 신부,1994,드라마,여인잔혹사
5810,무언의 목격자,1994,스릴러,언어장애인    장애자    벙어리    스너프필름
5811,뮤리엘의 웨딩,1994,드라마,결혼식
5812,미네소타 트윈스,1994,코미디,스포츠 야구
5813,방송국 사고 파티,1994,코미디,방송국
5814,백조 공주,1994,애니메이션,백조
5815,밴디트 퀸,1994,드라마,카스트제도    민며느리    인도혁명가 폴란데비     실화    여전사    성차별
5816,뱀파이어와의 인터뷰,1994,공포,뱀파이어    흡혈귀    동성애자 게이     호모
5817,벼랑 끝에 걸린 사나이,1994,코미디,비서
5818,보디가드,1994,액션,보디가드    경호원
5819,분노의 폭발,1994,액션,시한폭탄    폭발물제거반    폭탄제거반
5820,불멸의 연인,1994,드라마,베토벤    음악가    교향곡    편지    유언장    비엔나
5821,브레인스캔,1994,공포,게임    가상현실
5822,브로드웨이를 쏴라,1994,드라마,천재    작가
5823,브루스 윌리스의 와일드,1994,드라마,학교신문기자
5824,브링크,1994,스릴러,시각장애인    봉사    리트로액티브비젼
5825,비는 사랑을 타고,1994,드라마,성불구    임포텐츠
5826,비버리 힐스 캅 3,1994,액션,놀이동산
5827,비포 더 레인,1994,드라마,제51회 베니스영화제    황금사자상    종군기자    수도사
5828,빙크의 베이비 데이 아웃,1994,코미디,납치    유괴    아기    애기
5829,사랑의 동반자,1994,드라마,영혼
5830,산타클로스,1994,코미디,성탄절    크리스마스
5831,샤도우 체이서 2,1994,액션,인조인간    사이보그
5832,샤킬 오닐의 NBA 챔프,1994,드라마,스포츠 농구     스카우트    샤킬 오닐
5833,서유기 2-선리기연,1994,SF 액션,손오공
5834,세가지 색 레드,1994,드라마,패션모델    패션쇼    로드킬
5835,소림오조,1994,무협 액션,소림사
5836,쇼생크 탈출,1994,드라마,탈옥    교도소    감옥
5837,쉐도우,1994,액션,티벳    히어로
5838,스카우트,1994,코미디,스포츠 야구
5839,스타게이트,1994,공상과학,공간이동    피라미드    사막    외계인    파라오    시간이동    시간여행
5840,스타트렉 7 : 넥서스 트렉,1994,SF,우주선
5841,스트리트 파이터,1994,액션,인질구출    이종격투기
5842,스페셜리스트,1994,액션,킬러
5843,스피드,1994,액션,폭탄    폭발물    버스
5844,스피치리스,1994,드라마,선거    유세장    연설물    정치
5845,쌍둥이는 즐거워,1994,드라마,쌍둥이
5846,아빠는 총각,1994,코믹 드라마,입양
5847,아이 러브 트러블,1994,드라마,기자    특종
5848,아일랜드 연풍,1994,드라마,과부
5849,아주 특별한 변신,2010,스릴러,히치하이킹
5850,아티카,1994,드라마,감옥    교도소    교도관
5851,압솔롬 탈출,1994,액션,탈옥    교도소    감옥    헬리콥터    헬기
5852,애정만세,1994,드라마,동성애자    게이    호모    퀴어    부동산중개업자    공인중개사    제51회 베니스영화제    황금사자상
5853,야생 갈대,1994,드라마,삼각관계    동성애자    퀴어    호모    게이
5854,양키 줄루,1994,코미디,복권
5855,에드 우드,1994,드라마,영화감독
5856,에어,1994,코미디,스포츠 농구     스카웃    스카우트    아프리카
5857,에이리언 마스터,1994,공상과학,에이리언    우주괴물
5858,에이스 벤츄라,1994,코미디,동물사립탐정
5859,에이펙스,1994,SF액션,타임머신    시간여행    시간이동    로보트    로봇
5860,여왕 마고,1994,드라마,종교    개신교    카톨릭교    종교전쟁
5861,연애는 프로 결혼은 아마츄어,1994,드라마,시간강사    평론가    독신주의자
5862,영원한 친구 래시,1994,드라마,동물    강아지    개
5863,온니 유,1994,드라마,청혼    프로포즈    운명    인연
5864,올리버 스톤의 킬러,1994,드라마,시청률    생방송    미디어
5865,와이어트 어프,1994,액션,보안관
5866,울프,1994,공포,늑대인간
5867,위트와 슬라이,1994,코믹,쌍둥이
5868,음식남녀,1994,드라마,음식    요리사    주방장    부녀지간
5869,의뢰인,1994,스릴러,법정    변호사    킬러    살인청부업자    목격자    증인
5870,인어전설,1994,드라마,인어
5871,일 포스티노,1994,드라마,우편배달부    집배원    우체국
5872,적각비협,1994,무협 액션,맨발
5873,정글북,1994,액션,정글    밀림
5874,죽음의 땅,1994,액션,개발    알래스카
5875,중경삼림,1994,드라마,실연    홍콩
5876,쥬니어,1994,코미디,임신    출산    실험실    임산부    산부인과    육아
5877,창공의 여왕,1994,드라마,여자비행사    여성비행사
5878,천상의 피조물,1994,공포,동성애자 레즈비언
5879,취권 2,1994,액션,옥쇄    무술    음주
5880,취권 3,1994,액션,무술    쿵푸    쿵후    양조장
5881,커피 카피 코피,1994,코미디,광고    카피라이터
5882,쿨 러닝,1994,드라마,스포츠 봅슬레이     자메이카    봅슬레드
5883,크래커 잭,1994,액션,록키산맥
5884,크럼,1994,다큐멘터리,만화가
5885,크로우,1994,액션,까마귀    부활    복수    유작    이소룡 아들
5886,크루 세이드,1994,코미디,시간여행    비행접시    UFO    외계인    우주인    시간이동
5887,킹덤,1994,공포,병원
5888,타임캅,1994,액션,시간이동    시간여행    경찰    타임머신
5889,탐정 포그와 애완견 애꾸,1994,코미디,기억상실증
5890,태백산맥,1994,드라마,빨치산
5891,터미널 스피드,1994,액션,스카이다이빙    익스트림스포츠
5892,툼스톤,1994,서부액션,와이어트어프    보안관    형제지간    서부영화
5893,트루 라이즈,1994,액션,거짓말    스파이    첩보원    핵폭탄    권태기    리메이크
5894,티 포스,1994,SF액션,사이보그    인조인간    특공대
5895,파니 핑크,1994,드라마,공항검색원    노처녀    운명
5896,파리넬리,1994,드라마,거세    트렘펫    이탈리아 나폴리    열등감    헨델
5897,판도라의 상자,1994,드라마,룸메이트    3각관계    삼각관계    동성애자
5898,퍼스트 레이디 특수경호대,1994,드라마,경호원    영부인
5899,펄프 픽션,1994,드라마,제47회 칸영화제    황금종려상    좀도둑    마피아    전미비평가협회 최우수작품상
5900,페이퍼,1994,드라마,신문    특종    기자    언론
5901,펜타트론,1994,액션,철인5종    망명    올림픽
5902,펠리칸 브리프,1994,스릴러,법정    살인청부업자    킬러
5903,포레스트 검프,1994,드라마,마라톤    달리기    지적장애인    제67회 아카데미영화제 작품상
5904,폼포코 너구리 대작전,1994,애니메이션,너구리
5905,프랑켄슈타인,1994,공포,프랑켄슈타인    괴물    인조인간
5906,프리 윌리,1994,드라마,돌고래
5907,프리스트,1994,드라마,신부    동성애자 게이     천주교    호모
5908,프리실라,1994,드라마,여장남자    동성애자    트랜스젠더    트랜스잰더    트렌스잰더    로드무비
5909,허드서커 대리인,1994,코미디,훌라후프
5910,후프 드림스,1994,다큐멘터리,스포츠    농구    NBA
5911,101번째 프로포즈,1993,드라마,청혼    프로포즈    맞선
5912,M. 버터플라이,1993,드라마,동성애자    여장남자
5913,X 파일 -야누스의 분신,1993,스릴러,동면    초자연현상    연쇄살인    돌연변이    엑스파일    X파일
5914,가슴달린 남자,1993,드라마,남장여자    변장
5915,게티스버그,1993,액션,남북전쟁
5916,결혼 피로연,1993,로맨틱 코미디,제43회 베를린영화제    황금곰상    위장결혼    동성애자    게이    호모    영주권    퀴어
5917,그래서 난 도끼부인과 결혼했다,1993,코미디,결혼공포증
5918,그린 파파야 향기,1993,드라마,하녀
5919,글렌 굴드에 관한 32개의 이야기,1993,드라마,피아니스트    음악
5920,나 홀로 집에 2-뉴욕을 헤매다,1993,코미디 액션,뉴욕
5921,남아있는 나날들,1993,드라마,집사    하녀
5922,네 이웃의 아내를 탐하지 마라,1993,스릴러,보험사기    이웃    스와핑    부부교환섹스
5923,니나,1993,액션,살인병기    인간병기    재탄생
5924,달은 어디에 떠 있는가,1993,코미디,택시기사
5925,대명,1993,액션,김두한    시라소니    유지광    이정재    만주
5926,더 베스트,1993,액션,스포츠 펜싱
5927,데몰리션 맨,1993,액션,탈옥    냉동감옥    교도소
5928,데이브,1993,드라마,대통령    백악관    대역    대타    임시직
5929,도망자,1993,액션,누명    외과의사    탈주
5930,도플갱어,1993,공포,도플갱어 분신    환영    닮은꼴     다중인격
5931,드래곤,1993,액션,이소룡    브루스 리    절권도
5932,디스 보이즈 라이프,1993,드라마,새아빠    이혼    재혼
5933,떠오르는 태양,1993,액션,CCTV    폐쇄회로    감시카메라    인수합병
5934,럭키맨,1993,드라마,스포츠 야구코치     기억상실증
5935,레드 핫,1993,드라마,록큰롤    록밴드    락밴드
5936,레이닝 스톤,1993,드라마,부녀지간
5937,레프리콘,1993,공포,네잎클로버
5938,로미오 이즈 블리딩,1993,스릴러,부패경찰    훔쳐보기
5939,로보캅 3,1993,액션,닌자로보트    로봇    사이보그    인조인간
5940,루디 이야기,1993,드라마,스포츠 미식축구
5941,리쎌 닌자,1993,액션,닌자
5942,리틀 부다,1993,드라마,석가모니    부처    불교
5943,마이키 이야기 3,1993,코미디,아기    애기    동물 개    강아지     애완견 푸들
5944,마지막 액션 히어로,1993,액션,극장    마법    카드    영화
5945,매혹의 여비서,1993,스릴러,비서
5946,맥스 3000,1993,공포,동물 개
5947,머나먼 여정,1993,드라마,동물 개     강아지
5948,머니맨,1993,액션,위조지폐
5949,메이드 인 아메리카,1993,코미디,정자은행
5950,"모델, 작가 그리고 애인 ",1993,스릴러,모델
5951,못말리는 람보,1993,코미디,람보    패러디
5952,무사 쥬베이,1993,애니메이션,무사    요괴
5953,미세스 다웃파이어,1993,코미디,여장남자    가정부
5954,바디 에이리언,1993,SF액션,에이리언    숙주
5955,바람 부는 날이면 압구정동에 가야 한다,1993,드라마,압구정동    강남
5956,베니 대소동,1993,코미디,시체    보험사기
5957,베스트 오브 더 베스트 2,1993,액션,태권도    이종격투기    킥복싱
5958,보디 백,1993,공포옴니버스,탈모    대머리    각막이식수술    주유소    장기이식    희귀병 셀룰러메모리현상
5959,보파,1993,액션,남아공
5960,보험 걸린 사나이,1993,코미디,보험사기
5961,불꽃슛 통키,1993,드라마,스포츠    피구
5962,브루스 리 : 드래곤의 비밀,1993,다큐멘터리,이소룡    브루스 리    절권도
5963,브리스코 어드벤쳐,1993,액션,서부영화
5964,블루스맨,1993,드라마,피아니스트
5965,비밀의 화원,1993,드라마,화원    정원
5966,비상구가 없다,1993,드라마,삐끼    바람잡이    카메라    방역업자    락카페
5967,비지터,1993,코미디,시간이동    시간여행
5968,"사랑하고 싶은 여자, 결혼하고 싶은 여자 ",1993,드라마,삼각관계
5969,사선에서,1993,액션,경호원
5970,살어리랏다,1993,드라마,백정    망나니
5971,삼총사,1993,액션,삼총사    기사    경호원    비엔나
5972,서초패왕,1993,드라마,항우
5973,서편제,1993,드라마,판소리    육자배기
5974,세가지 색 블루,1993,드라마,제50회 베니스영화제    황금사자상
5975,소나티네,1993,액션,러시안룰렛
5976,숏컷,1993,드라마,앵커    살충제    폰섹스    삐에로    불륜    제50회 베니스영화제    황금사자상
5977,수호전지 영웅본색,1993,무협액션,수호지
5978,쉰들러 리스트,1993,드라마,나치    유대인    실화    2차세계대전    제66회 아카데미영화제 작품상    전미비평가협회 최우수작품상
5979,슈퍼 마리오,1993,공상과학,공룡    외계인
5980,스나이퍼,1993,액션,저격수    스나이퍼
5981,스키터,1993,공포,모기
5982,스탈린그라드,1993,전쟁 드라마,스탈린그라드    전쟁    2차세계대전
5983,스트라이킹 디스턴스,1993,액션,연쇄살인범    살인예고    보트    쾌속선
5984,스트리트 파이팅,1993,SF액션,시간이동    시간여행
5985,"슬램덩크 1부  : 정의의 아군, 백호군단 등장! ",1993,없음,
5986,슬램덩크 1부  : 15세 소년 정대만의 번민!,1993,없음,
5987,슬램덩크 1부  : 반성군단의 대 반격!,1993,없음,
5988,"슬램덩크 1부  : 천재 강백호, 필살의 덩크! ",1993,없음,
5989,슬램덩크 1부  : 퇴장왕 강백호,1993,없음,
5990,슬램덩크 1부  : 시드교! 상양고 등장!,1993,없음,
5991,슬램덩크 1부  : 전광석화의 송태섭,1993,없음,
5992,슬램덩크 1부  : 거물 에이스 김수겸의 실력,1993,없음,
5993,슬램덩크 1부  : 슛의 귀재 정대만의 부활,1993,없음,
5994,슬램덩크 1부  : 라이벌로부터의 도전장,1993,없음,
5995,슬램덩크 1부  : 천재농구선수의 탄생!,1993,없음,
5996,슬램덩크 1부  : 무언 최후의 투지,1993,없음,
5997,슬램덩크 1부  : 농구선구 강백호의 입단!,1993,없음,
5998,슬램덩크 1부  : 서태웅 대 채치수의 멋진대결,1993,없음,
5999,슬램덩크 1부  : 난 농구를 할테다!,1993,없음,
6000,"슬램덩크 1부  : 타도! 능남고교, 결전전야의 특별 맹훈련 ",1993,없음,
6001,슬램덩크 1부  : 강백호! 긴장의 화려한 무대,1993,없음,
6002,슬램덩크 1부  : 이녀석은 누구야? 유명호 감독의 오산,1993,없음,
6003,슬램덩크 1부  : 타임 업! 능남전의 결말!,1993,없음,
6004,슬램덩크 1부  : 사상 최악의 바보콤비 탄생!,1993,없음,
6005,슬램덩크 2부  : 파인 플레이! 승리의 예감,1993,없음,
6006,슬램덩크 2부  : 너희들은 강하다!,1993,스포츠만화,스포츠 농구
6007,"슬램덩크 2부  : 상북의 불안, 윤대협 폭발 ",1993,스포츠만화,스포츠 손오공
6008,"슬램덩크 2부  : 풋내기, 강백호의 위력 ",1993,스포츠만화,스포츠 농구
6009,슬램덩크 2부  : 새로운 도전! 전국제패,1993,스포츠만화,스포츠 농구
6010,슬램덩크 2부  : 한국 제일의 고교생!,1993,스포츠만화,스포츠 농구
6011,슬램덩크 2부  : 상북의 진정한 에이스!,1993,스포츠만화,스포츠 농구
6012,슬램덩크 2부  : 2만골을 향한 도전,1993,요이치,스포츠 농구
6013,슬램덩크 2부  : 강백호 최고의 하루,1993,스포츠만화,스포츠 농구
6014,"슬램덩크 2부  : 격투개시! 상북 대 상양, 능남 ",1993,스포츠만화,스포츠 손오공
6015,"슬램덩크 2부  : 절대절명, 고릴라 부상 ",1993,없음,
6016,슬램덩크 2부  : 게임을 지배하는 사나이,1993,없음,
6017,슬램덩크 2부  : 승리를 향한 도박!!,1993,없음,
6018,슬램덩크 2부  : 추락위기의 상북,1993,없음,
6019,슬램덩크 2부  : 격투 2연전,1993,없음,
6020,슬램덩크 2부  : 최강의 대결! 윤대협과 이정환,1993,스포츠만화,스포츠 농구
6021,"슬램덩크 2부  : 상북 대 능남, 최종결전 ",1993,스포츠만화,스포츠 농구
6022,슬램덩크 2부  : 부활! 고릴라 덩크,1993,스포츠만화,스포츠 농구
6023,슬램덩크 2부  : 인생최대의 굴욕,1993,스포츠만화,스포츠 농구
6024,슬램덩크 2부  : 영광의 슬램덩크,1993,스포츠만화,스포츠 농구
6025,시스터 액트 2,1993,코미디,수녀
6026,시애틀의 잠 못 이루는 밤,1993,드라마,건축가    크리스마스    라디오    발렌타인데이    엠파이어스테이트빌딩    기자    운명    인연
6027,심사관 2,1993,무협액션,변호사
6028,아버지의 이름으로,1993,드라마,부자지간    아버지    제44회 베를린영화제    황금곰상
6029,아폴로 13,1993,드라마,우주    지구    행성    우주선    달탐사선    로켓트    아폴로13호사건
6030,야망의 함정,1993,스릴러,변호사    법률사무소
6031,어 퓨 굿 맨,1993,액션,법정    군인    해병대    기합    얼차례    군기
6032,얼라이브,1993,드라마,불시착    조난    실화    인육    식인
6033,에어본,1993,코미디,익스트림스포츠    롤러브레이드    롤러스케이트    윈드서핑
6034,영거 앤 영거,1993,드라마,감시카메라    엿보기    심장마비
6035,옥수수밭의 아이들 2,1992,공포,옥수수밭
6036,온리 더 스트롱,1993,액션,카페이라    마약    브라질
6037,외계인 새 엄마,1993,코미디,외계인    새엄마    계모
6038,울프 캅,1993,공포액션,늑대인간    경찰
6039,웨스턴 애비뉴,1993,드라마,로스엔젤레스 흑인폭동    재미교포
6040,위험한 여인,1993,드라마,성폭행
6041,은행 털러 간 사나이,1993,코미디,은행강도
6042,인터셉터,1993,액션,전투기    비행기    스텔스
6043,잠복근무 2,1993,액션,잠복근무
6044,제로니모,1993,액션,인디언    인디안    아파치족
6045,조이 럭 클럽,1993,드라마,모녀지간    쌍둥이
6046,쥬라기 공원,1993,액션,공룡    원시시대    공원
6047,천장지구 2-천약유정,1993,액션,오토바이
6048,첩보원 가족,1993,코미디,첩보원
6049,첫사랑,1993,드라마,첫사랑
6050,추적자,1993,서부액션,서부영화
6051,카드로 만든 집,1993,드라마,자폐증    카드
6052,칼리포니아,1993,드라마,여행    로드무비
6053,콘헤드 대소동,1993,코미디,외계인    비행접시    UFO
6054,크로노스,1993,공포,불로장생
6055,클리프행어,1993,액션,록키산    산악구조대원    암벽등반    조난    등산    인명구조    산악영화
6056,키카,1993,코미디,동성애자 레즈비언     양성애자    강간
6057,탈주자,1993,액션,탈옥
6058,태극권,1993,액션,태극권
6059,탱고,1993,드라마,댄스    춤    탱고
6060,투캅스,1993,액션,형사    버디무비
6061,팀 버튼의 크리스마스의 악몽 3D,1993,애니메이션,크리스마스    성탄절
6062,파시,1993,서부액션,서부영화    웨스턴
6063,패왕별희,1993,드라마,동성애자    게이    호모    퀴어    북경    경극    연극    제46회 칸영화제    황금종려상
6064,퍼블릭 액세스,1993,스릴러,케이블TV    CATV    터널
6065,포트리스,1993,SF액션,교도소    감옥    탈옥
6066,폴링 다운,1993,드라마,일상    권태
6067,프로그램,1993,드라마,풋볼    미식축구
6068,프릭스 대모험,1993,코미디,괴물
6069,피아노,1993,드라마,피아노    미혼모    벙어리    제46회 칸영화제    황금종려상
6070,필라델피아,1993,드라마,동성애자 게이     에이즈    법정    변호사    호모
6071,하드 타겟,1993,액션,인간사냥    생존게임
6072,핵 살인특급,1993,액션,핵폭탄    핵무기    기차
6073,향혼녀,1993,드라마,참기름    제43회 베를린영화제    황금곰상    고부지간    며느리    시어머니
6074,화이어 아마존,1993,액션,아마존    정글    밀림
6075,황비홍 2-남아당자강,1993,액션,황비홍
6076,희몽인생,1993,드라마,인형극단
6077,1492 콜럼버스,1992,드라마,모험    탐험가    바다    식민지    신세계    허리케인
6078,4월의 유혹,1992,드라마,중세풍    집    하우스
6079,JFK,1992,스릴러,대통령    암살    오스왈드    실화    백악관    존 F  케네디
6080,가자왕,1992,액션,전갈
6081,걸어서 하늘까지,1992,드라마,소매치기
6082,겨울 이야기,1992,드라마,재회
6083,공룡선생,1992,드라마,선생    교사
6084,공포의 묘지 2,1992,공포,공동묘지    무덤
6085,귀주 이야기,1992,드라마,여인잔혹사    제49회 베니스영화제    황금사자상
6086,그들만의 리그,1992,드라마,스포츠    여자프로야구
6087,글래디에이터,1992,액션,스포츠    권투    이종격투기
6088,글렌게리 글렌로스,1992,드라마,부동산중개업소    공인중개사    영업사원    세일즈맨
6089,기적 만들기,1992,드라마,부흥회    목사    종교    기적    사기꾼
6090,김의 전쟁,1992,액션,김희로사건    실화    권희로사건    재일교포
6091,나는 너를 천사라고 부른다,1992,드라마,정인숙
6092,나의 사촌 비니,1992,코미디,변호사    법정
6093,나이트 무브,1992,스릴러,체스    게임    게이머
6094,나홀로 숲속에,1992,액션,동물 늑대     동물 개     인디언    인디안
6095,네미시스,1992,액션,사이보그    인조인간
6096,닥터 기글,1992,공포,의사    심장병
6097,달콤 쌉사름한 초콜릿,1992,드라마,초콜릿    초콜렛
6098,댄싱 히어로,1992,드라마,춤    볼륨댄스    룸바
6099,더스트 데블,1992,공포,사막    영혼    폴라로이드카메라
6100,덩크 슛,1992,드라마,스포츠    농구    덩크슛
6101,데드 얼라이브,1992,공포,좀비    원숭이    동물원
6102,데카당스 37도 2분,1992,드라마,만화가
6103,돈황제,1992,드라마,인간사냥    그룹섹스    파업    노동운동    구로공단
6104,드라큐라,1992,공포,흡혈귀    드라큘라    드라큐라
6105,딥 커버,1992,액션,위장잠입    마약
6106,땅끝에 선 연인,1992,드라마,알래스카    재회    운명
6107,라이브 와이어,1992,액션,시한폭탄    인간폭탄
